Cases,Category,Country,Number of Records,Quality,Year
27000,Irish Whiskey,Portugal,1,Standard,1/1/99 12:00:00 AM
32550,Irish Whiskey,Portugal,1,Standard,1/1/00 12:00:00 AM
40750,Irish Whiskey,Portugal,1,Standard,1/1/01 12:00:00 AM
44850,Irish Whiskey,Portugal,1,Standard,1/1/02 12:00:00 AM
53200,Irish Whiskey,Portugal,1,Standard,1/1/03 12:00:00 AM
59100,Irish Whiskey,Portugal,1,Standard,1/1/04 12:00:00 AM
62250,Irish Whiskey,Portugal,1,Standard,1/1/05 12:00:00 AM
63750,Irish Whiskey,Portugal,1,Standard,1/1/06 12:00:00 AM
75750,Irish Whiskey,Portugal,1,Standard,1/1/07 12:00:00 AM
81750,Irish Whiskey,Portugal,1,Standard,1/1/08 12:00:00 AM
81500,Irish Whiskey,Portugal,1,Standard,1/1/09 12:00:00 AM
91450,Irish Whiskey,Portugal,1,Standard,1/1/10 12:00:00 AM
96200,Irish Whiskey,Portugal,1,Standard,1/1/11 12:00:00 AM
91850,Irish Whiskey,Portugal,1,Standard,1/1/12 12:00:00 AM
95300,Irish Whiskey,Portugal,1,Standard,1/1/13 12:00:00 AM
93100,Irish Whiskey,Portugal,1,Standard,1/1/14 12:00:00 AM
103050,Irish Whiskey,Portugal,1,Standard,1/1/15 12:00:00 AM
95150,Irish Whiskey,Portugal,1,Standard,1/1/16 12:00:00 AM
,Irish Whiskey,Slovakia,1,Standard,1/1/90 12:00:00 AM
,Irish Whiskey,Slovakia,1,Standard,1/1/91 12:00:00 AM
,Irish Whiskey,Slovakia,1,Standard,1/1/92 12:00:00 AM
,Irish Whiskey,Slovakia,1,Standard,1/1/93 12:00:00 AM
0,Irish Whiskey,Slovakia,1,Standard,1/1/94 12:00:00 AM
250,Irish Whiskey,Slovakia,1,Standard,1/1/95 12:00:00 AM
750,Irish Whiskey,Slovakia,1,Standard,1/1/96 12:00:00 AM
1750,Irish Whiskey,Slovakia,1,Standard,1/1/97 12:00:00 AM
750,Irish Whiskey,Slovakia,1,Standard,1/1/98 12:00:00 AM
1600,Irish Whiskey,Slovakia,1,Standard,1/1/99 12:00:00 AM
1650,Irish Whiskey,Slovakia,1,Standard,1/1/00 12:00:00 AM
2000,Irish Whiskey,Slovakia,1,Standard,1/1/01 12:00:00 AM
2650,Irish Whiskey,Slovakia,1,Standard,1/1/02 12:00:00 AM
3850,Irish Whiskey,Slovakia,1,Standard,1/1/03 12:00:00 AM
5100,Irish Whiskey,Slovakia,1,Standard,1/1/04 12:00:00 AM
5250,Irish Whiskey,Slovakia,1,Standard,1/1/05 12:00:00 AM
5750,Irish Whiskey,Slovakia,1,Standard,1/1/06 12:00:00 AM
6750,Irish Whiskey,Slovakia,1,Standard,1/1/07 12:00:00 AM
7500,Irish Whiskey,Slovakia,1,Standard,1/1/08 12:00:00 AM
10880,Irish Whiskey,Slovakia,1,Standard,1/1/09 12:00:00 AM
12650,Irish Whiskey,Slovakia,1,Standard,1/1/10 12:00:00 AM
18550,Irish Whiskey,Slovakia,1,Standard,1/1/11 12:00:00 AM
27150,Irish Whiskey,Slovakia,1,Standard,1/1/12 12:00:00 AM
34250,Irish Whiskey,Slovakia,1,Standard,1/1/13 12:00:00 AM
46150,Irish Whiskey,Slovakia,1,Standard,1/1/14 12:00:00 AM
61250,Irish Whiskey,Slovakia,1,Standard,1/1/15 12:00:00 AM
75500,Irish Whiskey,Slovakia,1,Standard,1/1/16 12:00:00 AM
19000,Irish Whiskey,DF Nordic Countries - (All Countries),1,Standard,1/1/90 12:00:00 AM
28000,Irish Whiskey,DF Nordic Countries - (All Countries),1,Standard,1/1/91 12:00:00 AM
29500,Irish Whiskey,DF Nordic Countries - (All Countries),1,Standard,1/1/92 12:00:00 AM
31500,Irish Whiskey,DF Nordic Countries - (All Countries),1,Standard,1/1/93 12:00:00 AM
31750,Irish Whiskey,DF Nordic Countries - (All Countries),1,Standard,1/1/94 12:00:00 AM
33500,Irish Whiskey,DF Nordic Countries - (All Countries),1,Standard,1/1/95 12:00:00 AM
34250,Irish Whiskey,DF Nordic Countries - (All Countries),1,Standard,1/1/96 12:00:00 AM
29000,Irish Whiskey,DF Nordic Countries - (All Countries),1,Standard,1/1/97 12:00:00 AM
38250,Irish Whiskey,DF Nordic Countries - (All Countries),1,Standard,1/1/98 12:00:00 AM
40000,Irish Whiskey,DF Nordic Countries - (All Countries),1,Standard,1/1/99 12:00:00 AM
26350,Irish Whiskey,DF Nordic Countries - (All Countries),1,Standard,1/1/00 12:00:00 AM
32700,Irish Whiskey,DF Nordic Countries - (All Countries),1,Standard,1/1/01 12:00:00 AM
28250,Irish Whiskey,DF Nordic Countries - (All Countries),1,Standard,1/1/02 12:00:00 AM
27500,Irish Whiskey,DF Nordic Countries - (All Countries),1,Standard,1/1/03 12:00:00 AM
28200,Irish Whiskey,DF Nordic Countries - (All Countries),1,Standard,1/1/04 12:00:00 AM
29800,Irish Whiskey,DF Nordic Countries - (All Countries),1,Standard,1/1/05 12:00:00 AM
32850,Irish Whiskey,DF Nordic Countries - (All Countries),1,Standard,1/1/06 12:00:00 AM
44050,Irish Whiskey,DF Nordic Countries - (All Countries),1,Standard,1/1/07 12:00:00 AM
56075,Irish Whiskey,DF Nordic Countries - (All Countries),1,Standard,1/1/08 12:00:00 AM
52250,Irish Whiskey,DF Nordic Countries - (All Countries),1,Standard,1/1/09 12:00:00 AM
57000,Irish Whiskey,DF Nordic Countries - (All Countries),1,Standard,1/1/10 12:00:00 AM
70675,Irish Whiskey,DF Nordic Countries - (All Countries),1,Standard,1/1/11 12:00:00 AM
72475,Irish Whiskey,DF Nordic Countries - (All Countries),1,Standard,1/1/12 12:00:00 AM
75600,Irish Whiskey,DF Nordic Countries - (All Countries),1,Standard,1/1/13 12:00:00 AM
76390,Irish Whiskey,DF Nordic Countries - (All Countries),1,Standard,1/1/14 12:00:00 AM
69750,Irish Whiskey,DF Nordic Countries - (All Countries),1,Standard,1/1/15 12:00:00 AM
72925,Irish Whiskey,DF Nordic Countries - (All Countries),1,Standard,1/1/16 12:00:00 AM
6800,Irish Whiskey,Denmark,1,Standard,1/1/90 12:00:00 AM
6300,Irish Whiskey,Denmark,1,Standard,1/1/91 12:00:00 AM
6000,Irish Whiskey,Denmark,1,Standard,1/1/92 12:00:00 AM
6000,Irish Whiskey,Denmark,1,Standard,1/1/93 12:00:00 AM
6750,Irish Whiskey,Denmark,1,Standard,1/1/94 12:00:00 AM
7000,Irish Whiskey,Denmark,1,Standard,1/1/95 12:00:00 AM
9500,Irish Whiskey,Denmark,1,Standard,1/1/96 12:00:00 AM
9950,Irish Whiskey,Denmark,1,Standard,1/1/97 12:00:00 AM
13000,Irish Whiskey,Denmark,1,Standard,1/1/98 12:00:00 AM
14700,Irish Whiskey,Denmark,1,Standard,1/1/99 12:00:00 AM
16000,Irish Whiskey,Denmark,1,Standard,1/1/00 12:00:00 AM
18350,Irish Whiskey,Denmark,1,Standard,1/1/01 12:00:00 AM
20000,Irish Whiskey,Denmark,1,Standard,1/1/02 12:00:00 AM
27000,Irish Whiskey,Denmark,1,Standard,1/1/03 12:00:00 AM
34300,Irish Whiskey,Denmark,1,Standard,1/1/04 12:00:00 AM
37500,Irish Whiskey,Denmark,1,Standard,1/1/05 12:00:00 AM
43000,Irish Whiskey,Denmark,1,Standard,1/1/06 12:00:00 AM
45900,Irish Whiskey,Denmark,1,Standard,1/1/07 12:00:00 AM
46300,Irish Whiskey,Denmark,1,Standard,1/1/08 12:00:00 AM
49750,Irish Whiskey,Denmark,1,Standard,1/1/09 12:00:00 AM
53000,Irish Whiskey,Denmark,1,Standard,1/1/10 12:00:00 AM
48600,Irish Whiskey,Denmark,1,Standard,1/1/11 12:00:00 AM
49670,Irish Whiskey,Denmark,1,Standard,1/1/12 12:00:00 AM
49050,Irish Whiskey,Denmark,1,Standard,1/1/13 12:00:00 AM
48230,Irish Whiskey,Denmark,1,Standard,1/1/14 12:00:00 AM
62000,Irish Whiskey,Denmark,1,Standard,1/1/15 12:00:00 AM
64400,Irish Whiskey,Denmark,1,Standard,1/1/16 12:00:00 AM
29000,Irish Whiskey,Netherlands,1,Standard,1/1/90 12:00:00 AM
31000,Irish Whiskey,Netherlands,1,Standard,1/1/91 12:00:00 AM
32600,Irish Whiskey,Netherlands,1,Standard,1/1/92 12:00:00 AM
33100,Irish Whiskey,Netherlands,1,Standard,1/1/93 12:00:00 AM
32600,Irish Whiskey,Netherlands,1,Standard,1/1/94 12:00:00 AM
38400,Irish Whiskey,Netherlands,1,Standard,1/1/95 12:00:00 AM
41500,Irish Whiskey,Netherlands,1,Standard,1/1/96 12:00:00 AM
45600,Irish Whiskey,Netherlands,1,Standard,1/1/97 12:00:00 AM
51150,Irish Whiskey,Netherlands,1,Standard,1/1/98 12:00:00 AM
55150,Irish Whiskey,Netherlands,1,Standard,1/1/99 12:00:00 AM
60000,Irish Whiskey,Netherlands,1,Standard,1/1/00 12:00:00 AM
62600,Irish Whiskey,Netherlands,1,Standard,1/1/01 12:00:00 AM
65500,Irish Whiskey,Netherlands,1,Standard,1/1/02 12:00:00 AM
60250,Irish Whiskey,Netherlands,1,Standard,1/1/03 12:00:00 AM
59500,Irish Whiskey,Netherlands,1,Standard,1/1/04 12:00:00 AM
60000,Irish Whiskey,Netherlands,1,Standard,1/1/05 12:00:00 AM
60000,Irish Whiskey,Netherlands,1,Standard,1/1/06 12:00:00 AM
60500,Irish Whiskey,Netherlands,1,Standard,1/1/07 12:00:00 AM
65750,Irish Whiskey,Netherlands,1,Standard,1/1/08 12:00:00 AM
63750,Irish Whiskey,Netherlands,1,Standard,1/1/09 12:00:00 AM
68450,Irish Whiskey,Netherlands,1,Standard,1/1/10 12:00:00 AM
67700,Irish Whiskey,Netherlands,1,Standard,1/1/11 12:00:00 AM
69850,Irish Whiskey,Netherlands,1,Standard,1/1/12 12:00:00 AM
64100,Irish Whiskey,Netherlands,1,Standard,1/1/13 12:00:00 AM
63000,Irish Whiskey,Netherlands,1,Standard,1/1/14 12:00:00 AM
60700,Irish Whiskey,Netherlands,1,Standard,1/1/15 12:00:00 AM
62250,Irish Whiskey,Netherlands,1,Standard,1/1/16 12:00:00 AM
,Irish Whiskey,Latvia,1,Standard,1/1/90 12:00:00 AM
,Irish Whiskey,Latvia,1,Standard,1/1/91 12:00:00 AM
0,Irish Whiskey,Latvia,1,Standard,1/1/92 12:00:00 AM
250,Irish Whiskey,Latvia,1,Standard,1/1/93 12:00:00 AM
500,Irish Whiskey,Latvia,1,Standard,1/1/94 12:00:00 AM
750,Irish Whiskey,Latvia,1,Standard,1/1/95 12:00:00 AM
1250,Irish Whiskey,Latvia,1,Standard,1/1/96 12:00:00 AM
2500,Irish Whiskey,Latvia,1,Standard,1/1/97 12:00:00 AM
4000,Irish Whiskey,Latvia,1,Standard,1/1/98 12:00:00 AM
7250,Irish Whiskey,Latvia,1,Standard,1/1/99 12:00:00 AM
6750,Irish Whiskey,Latvia,1,Standard,1/1/00 12:00:00 AM
7000,Irish Whiskey,Latvia,1,Standard,1/1/01 12:00:00 AM
6330,Irish Whiskey,Latvia,1,Standard,1/1/02 12:00:00 AM
12450,Irish Whiskey,Latvia,1,Standard,1/1/03 12:00:00 AM
15850,Irish Whiskey,Latvia,1,Standard,1/1/04 12:00:00 AM
23750,Irish Whiskey,Latvia,1,Standard,1/1/05 12:00:00 AM
33600,Irish Whiskey,Latvia,1,Standard,1/1/06 12:00:00 AM
54250,Irish Whiskey,Latvia,1,Standard,1/1/07 12:00:00 AM
60250,Irish Whiskey,Latvia,1,Standard,1/1/08 12:00:00 AM
30450,Irish Whiskey,Latvia,1,Standard,1/1/09 12:00:00 AM
34400,Irish Whiskey,Latvia,1,Standard,1/1/10 12:00:00 AM
38900,Irish Whiskey,Latvia,1,Standard,1/1/11 12:00:00 AM
43940,Irish Whiskey,Latvia,1,Standard,1/1/12 12:00:00 AM
56000,Irish Whiskey,Latvia,1,Standard,1/1/13 12:00:00 AM
58420,Irish Whiskey,Latvia,1,Standard,1/1/14 12:00:00 AM
60170,Irish Whiskey,Latvia,1,Standard,1/1/15 12:00:00 AM
60750,Irish Whiskey,Latvia,1,Standard,1/1/16 12:00:00 AM
5000,Irish Whiskey,Greece,1,Standard,1/1/90 12:00:00 AM
6000,Irish Whiskey,Greece,1,Standard,1/1/91 12:00:00 AM
9000,Irish Whiskey,Greece,1,Standard,1/1/92 12:00:00 AM
14000,Irish Whiskey,Greece,1,Standard,1/1/93 12:00:00 AM
17000,Irish Whiskey,Greece,1,Standard,1/1/94 12:00:00 AM
20000,Irish Whiskey,Greece,1,Standard,1/1/95 12:00:00 AM
29000,Irish Whiskey,Greece,1,Standard,1/1/96 12:00:00 AM
34000,Irish Whiskey,Greece,1,Standard,1/1/97 12:00:00 AM
35500,Irish Whiskey,Greece,1,Standard,1/1/98 12:00:00 AM
39250,Irish Whiskey,Greece,1,Standard,1/1/99 12:00:00 AM
43500,Irish Whiskey,Greece,1,Standard,1/1/00 12:00:00 AM
44250,Irish Whiskey,Greece,1,Standard,1/1/01 12:00:00 AM
46000,Irish Whiskey,Greece,1,Standard,1/1/02 12:00:00 AM
45500,Irish Whiskey,Greece,1,Standard,1/1/03 12:00:00 AM
45750,Irish Whiskey,Greece,1,Standard,1/1/04 12:00:00 AM
45750,Irish Whiskey,Greece,1,Standard,1/1/05 12:00:00 AM
45500,Irish Whiskey,Greece,1,Standard,1/1/06 12:00:00 AM
46250,Irish Whiskey,Greece,1,Standard,1/1/07 12:00:00 AM
44500,Irish Whiskey,Greece,1,Standard,1/1/08 12:00:00 AM
43100,Irish Whiskey,Greece,1,Standard,1/1/09 12:00:00 AM
37250,Irish Whiskey,Greece,1,Standard,1/1/10 12:00:00 AM
36500,Irish Whiskey,Greece,1,Standard,1/1/11 12:00:00 AM
38500,Irish Whiskey,Greece,1,Standard,1/1/12 12:00:00 AM
44250,Irish Whiskey,Greece,1,Standard,1/1/13 12:00:00 AM
47750,Irish Whiskey,Greece,1,Standard,1/1/14 12:00:00 AM
51900,Irish Whiskey,Greece,1,Standard,1/1/15 12:00:00 AM
60500,Irish Whiskey,Greece,1,Standard,1/1/16 12:00:00 AM
,Irish Whiskey,DF Russia,1,Standard,1/1/90 12:00:00 AM
,Irish Whiskey,DF Russia,1,Standard,1/1/91 12:00:00 AM
,Irish Whiskey,DF Russia,1,Standard,1/1/92 12:00:00 AM
,Irish Whiskey,DF Russia,1,Standard,1/1/93 12:00:00 AM
,Irish Whiskey,DF Russia,1,Standard,1/1/94 12:00:00 AM
,Irish Whiskey,DF Russia,1,Standard,1/1/95 12:00:00 AM
,Irish Whiskey,DF Russia,1,Standard,1/1/96 12:00:00 AM
,Irish Whiskey,DF Russia,1,Standard,1/1/97 12:00:00 AM
,Irish Whiskey,DF Russia,1,Standard,1/1/98 12:00:00 AM
,Irish Whiskey,DF Russia,1,Standard,1/1/99 12:00:00 AM
,Irish Whiskey,DF Russia,1,Standard,1/1/00 12:00:00 AM
3750,Irish Whiskey,DF Russia,1,Standard,1/1/01 12:00:00 AM
6250,Irish Whiskey,DF Russia,1,Standard,1/1/02 12:00:00 AM
8750,Irish Whiskey,DF Russia,1,Standard,1/1/03 12:00:00 AM
8750,Irish Whiskey,DF Russia,1,Standard,1/1/04 12:00:00 AM
10525,Irish Whiskey,DF Russia,1,Standard,1/1/05 12:00:00 AM
11750,Irish Whiskey,DF Russia,1,Standard,1/1/06 12:00:00 AM
27800,Irish Whiskey,DF Russia,1,Standard,1/1/07 12:00:00 AM
37925,Irish Whiskey,DF Russia,1,Standard,1/1/08 12:00:00 AM
45600,Irish Whiskey,DF Russia,1,Standard,1/1/09 12:00:00 AM
54300,Irish Whiskey,DF Russia,1,Standard,1/1/10 12:00:00 AM
85525,Irish Whiskey,DF Russia,1,Standard,1/1/11 12:00:00 AM
103250,Irish Whiskey,DF Russia,1,Standard,1/1/12 12:00:00 AM
119250,Irish Whiskey,DF Russia,1,Standard,1/1/13 12:00:00 AM
93825,Irish Whiskey,DF Russia,1,Standard,1/1/14 12:00:00 AM
60235,Irish Whiskey,DF Russia,1,Standard,1/1/15 12:00:00 AM
58590,Irish Whiskey,DF Russia,1,Standard,1/1/16 12:00:00 AM
,Irish Whiskey,Ukraine,1,Standard,1/1/90 12:00:00 AM
,Irish Whiskey,Ukraine,1,Standard,1/1/91 12:00:00 AM
,Irish Whiskey,Ukraine,1,Standard,1/1/92 12:00:00 AM
,Irish Whiskey,Ukraine,1,Standard,1/1/93 12:00:00 AM
,Irish Whiskey,Ukraine,1,Standard,1/1/94 12:00:00 AM
0,Irish Whiskey,Ukraine,1,Standard,1/1/95 12:00:00 AM
0,Irish Whiskey,Ukraine,1,Standard,1/1/96 12:00:00 AM
250,Irish Whiskey,Ukraine,1,Standard,1/1/97 12:00:00 AM
200,Irish Whiskey,Ukraine,1,Standard,1/1/98 12:00:00 AM
150,Irish Whiskey,Ukraine,1,Standard,1/1/99 12:00:00 AM
0,Irish Whiskey,Ukraine,1,Standard,1/1/00 12:00:00 AM
250,Irish Whiskey,Ukraine,1,Standard,1/1/01 12:00:00 AM
250,Irish Whiskey,Ukraine,1,Standard,1/1/02 12:00:00 AM
500,Irish Whiskey,Ukraine,1,Standard,1/1/03 12:00:00 AM
3250,Irish Whiskey,Ukraine,1,Standard,1/1/04 12:00:00 AM
4750,Irish Whiskey,Ukraine,1,Standard,1/1/05 12:00:00 AM
6750,Irish Whiskey,Ukraine,1,Standard,1/1/06 12:00:00 AM
14000,Irish Whiskey,Ukraine,1,Standard,1/1/07 12:00:00 AM
18750,Irish Whiskey,Ukraine,1,Standard,1/1/08 12:00:00 AM
17550,Irish Whiskey,Ukraine,1,Standard,1/1/09 12:00:00 AM
22500,Irish Whiskey,Ukraine,1,Standard,1/1/10 12:00:00 AM
32750,Irish Whiskey,Ukraine,1,Standard,1/1/11 12:00:00 AM
47800,Irish Whiskey,Ukraine,1,Standard,1/1/12 12:00:00 AM
53500,Irish Whiskey,Ukraine,1,Standard,1/1/13 12:00:00 AM
56700,Irish Whiskey,Ukraine,1,Standard,1/1/14 12:00:00 AM
49200,Irish Whiskey,Ukraine,1,Standard,1/1/15 12:00:00 AM
54500,Irish Whiskey,Ukraine,1,Standard,1/1/16 12:00:00 AM
109000,Irish Whiskey,DF British Isles (Inc. Ireland),1,Standard,1/1/90 12:00:00 AM
121000,Irish Whiskey,DF British Isles (Inc. Ireland),1,Standard,1/1/91 12:00:00 AM
123000,Irish Whiskey,DF British Isles (Inc. Ireland),1,Standard,1/1/92 12:00:00 AM
150500,Irish Whiskey,DF British Isles (Inc. Ireland),1,Standard,1/1/93 12:00:00 AM
167750,Irish Whiskey,DF British Isles (Inc. Ireland),1,Standard,1/1/94 12:00:00 AM
194000,Irish Whiskey,DF British Isles (Inc. Ireland),1,Standard,1/1/95 12:00:00 AM
201000,Irish Whiskey,DF British Isles (Inc. Ireland),1,Standard,1/1/96 12:00:00 AM
205250,Irish Whiskey,DF British Isles (Inc. Ireland),1,Standard,1/1/97 12:00:00 AM
214000,Irish Whiskey,DF British Isles (Inc. Ireland),1,Standard,1/1/98 12:00:00 AM
128250,Irish Whiskey,DF British Isles (Inc. Ireland),1,Standard,1/1/99 12:00:00 AM
91500,Irish Whiskey,DF British Isles (Inc. Ireland),1,Standard,1/1/00 12:00:00 AM
93500,Irish Whiskey,DF British Isles (Inc. Ireland),1,Standard,1/1/01 12:00:00 AM
67000,Irish Whiskey,DF British Isles (Inc. Ireland),1,Standard,1/1/02 12:00:00 AM
72500,Irish Whiskey,DF British Isles (Inc. Ireland),1,Standard,1/1/03 12:00:00 AM
78250,Irish Whiskey,DF British Isles (Inc. Ireland),1,Standard,1/1/04 12:00:00 AM
86500,Irish Whiskey,DF British Isles (Inc. Ireland),1,Standard,1/1/05 12:00:00 AM
85750,Irish Whiskey,DF British Isles (Inc. Ireland),1,Standard,1/1/06 12:00:00 AM
76250,Irish Whiskey,DF British Isles (Inc. Ireland),1,Standard,1/1/07 12:00:00 AM
67000,Irish Whiskey,DF British Isles (Inc. Ireland),1,Standard,1/1/08 12:00:00 AM
58250,Irish Whiskey,DF British Isles (Inc. Ireland),1,Standard,1/1/09 12:00:00 AM
57500,Irish Whiskey,DF British Isles (Inc. Ireland),1,Standard,1/1/10 12:00:00 AM
52600,Irish Whiskey,DF British Isles (Inc. Ireland),1,Standard,1/1/11 12:00:00 AM
46200,Irish Whiskey,DF British Isles (Inc. Ireland),1,Standard,1/1/12 12:00:00 AM
50350,Irish Whiskey,DF British Isles (Inc. Ireland),1,Standard,1/1/13 12:00:00 AM
46010,Irish Whiskey,DF British Isles (Inc. Ireland),1,Standard,1/1/14 12:00:00 AM
46210,Irish Whiskey,DF British Isles (Inc. Ireland),1,Standard,1/1/15 12:00:00 AM
48675,Irish Whiskey,DF British Isles (Inc. Ireland),1,Standard,1/1/16 12:00:00 AM
12500,Irish Whiskey,DF Germany,1,Standard,1/1/90 12:00:00 AM
11000,Irish Whiskey,DF Germany,1,Standard,1/1/91 12:00:00 AM
11000,Irish Whiskey,DF Germany,1,Standard,1/1/92 12:00:00 AM
16000,Irish Whiskey,DF Germany,1,Standard,1/1/93 12:00:00 AM
19750,Irish Whiskey,DF Germany,1,Standard,1/1/94 12:00:00 AM
21000,Irish Whiskey,DF Germany,1,Standard,1/1/95 12:00:00 AM
27000,Irish Whiskey,DF Germany,1,Standard,1/1/96 12:00:00 AM
27500,Irish Whiskey,DF Germany,1,Standard,1/1/97 12:00:00 AM
23000,Irish Whiskey,DF Germany,1,Standard,1/1/98 12:00:00 AM
14500,Irish Whiskey,DF Germany,1,Standard,1/1/99 12:00:00 AM
10250,Irish Whiskey,DF Germany,1,Standard,1/1/00 12:00:00 AM
18250,Irish Whiskey,DF Germany,1,Standard,1/1/01 12:00:00 AM
20250,Irish Whiskey,DF Germany,1,Standard,1/1/02 12:00:00 AM
22000,Irish Whiskey,DF Germany,1,Standard,1/1/03 12:00:00 AM
23750,Irish Whiskey,DF Germany,1,Standard,1/1/04 12:00:00 AM
26000,Irish Whiskey,DF Germany,1,Standard,1/1/05 12:00:00 AM
29000,Irish Whiskey,DF Germany,1,Standard,1/1/06 12:00:00 AM
32150,Irish Whiskey,DF Germany,1,Standard,1/1/07 12:00:00 AM
38550,Irish Whiskey,DF Germany,1,Standard,1/1/08 12:00:00 AM
32250,Irish Whiskey,DF Germany,1,Standard,1/1/09 12:00:00 AM
39500,Irish Whiskey,DF Germany,1,Standard,1/1/10 12:00:00 AM
40500,Irish Whiskey,DF Germany,1,Standard,1/1/11 12:00:00 AM
35295,Irish Whiskey,DF Germany,1,Standard,1/1/12 12:00:00 AM
39355,Irish Whiskey,DF Germany,1,Standard,1/1/13 12:00:00 AM
41950,Irish Whiskey,DF Germany,1,Standard,1/1/14 12:00:00 AM
40150,Irish Whiskey,DF Germany,1,Standard,1/1/15 12:00:00 AM
45615,Irish Whiskey,DF Germany,1,Standard,1/1/16 12:00:00 AM
3000,Irish Whiskey,Spain,1,Standard,1/1/90 12:00:00 AM
3000,Irish Whiskey,Spain,1,Standard,1/1/91 12:00:00 AM
4000,Irish Whiskey,Spain,1,Standard,1/1/92 12:00:00 AM
5000,Irish Whiskey,Spain,1,Standard,1/1/93 12:00:00 AM
8750,Irish Whiskey,Spain,1,Standard,1/1/94 12:00:00 AM
9750,Irish Whiskey,Spain,1,Standard,1/1/95 12:00:00 AM
17250,Irish Whiskey,Spain,1,Standard,1/1/96 12:00:00 AM
21000,Irish Whiskey,Spain,1,Standard,1/1/97 12:00:00 AM
28000,Irish Whiskey,Spain,1,Standard,1/1/98 12:00:00 AM
34250,Irish Whiskey,Spain,1,Standard,1/1/99 12:00:00 AM
45250,Irish Whiskey,Spain,1,Standard,1/1/00 12:00:00 AM
65750,Irish Whiskey,Spain,1,Standard,1/1/01 12:00:00 AM
75500,Irish Whiskey,Spain,1,Standard,1/1/02 12:00:00 AM
77500,Irish Whiskey,Spain,1,Standard,1/1/03 12:00:00 AM
80250,Irish Whiskey,Spain,1,Standard,1/1/04 12:00:00 AM
81500,Irish Whiskey,Spain,1,Standard,1/1/05 12:00:00 AM
86250,Irish Whiskey,Spain,1,Standard,1/1/06 12:00:00 AM
78500,Irish Whiskey,Spain,1,Standard,1/1/07 12:00:00 AM
67500,Irish Whiskey,Spain,1,Standard,1/1/08 12:00:00 AM
62500,Irish Whiskey,Spain,1,Standard,1/1/09 12:00:00 AM
58000,Irish Whiskey,Spain,1,Standard,1/1/10 12:00:00 AM
59250,Irish Whiskey,Spain,1,Standard,1/1/11 12:00:00 AM
45750,Irish Whiskey,Spain,1,Standard,1/1/12 12:00:00 AM
44250,Irish Whiskey,Spain,1,Standard,1/1/13 12:00:00 AM
42250,Irish Whiskey,Spain,1,Standard,1/1/14 12:00:00 AM
42500,Irish Whiskey,Spain,1,Standard,1/1/15 12:00:00 AM
42700,Irish Whiskey,Spain,1,Standard,1/1/16 12:00:00 AM
22000,Irish Whiskey,DF US/Canada,1,Standard,1/1/90 12:00:00 AM
20000,Irish Whiskey,DF US/Canada,1,Standard,1/1/91 12:00:00 AM
18000,Irish Whiskey,DF US/Canada,1,Standard,1/1/92 12:00:00 AM
10250,Irish Whiskey,DF US/Canada,1,Standard,1/1/93 12:00:00 AM
8750,Irish Whiskey,DF US/Canada,1,Standard,1/1/94 12:00:00 AM
8750,Irish Whiskey,DF US/Canada,1,Standard,1/1/95 12:00:00 AM
10000,Irish Whiskey,DF US/Canada,1,Standard,1/1/96 12:00:00 AM
10000,Irish Whiskey,DF US/Canada,1,Standard,1/1/97 12:00:00 AM
11750,Irish Whiskey,DF US/Canada,1,Standard,1/1/98 12:00:00 AM
13500,Irish Whiskey,DF US/Canada,1,Standard,1/1/99 12:00:00 AM
15500,Irish Whiskey,DF US/Canada,1,Standard,1/1/00 12:00:00 AM
13250,Irish Whiskey,DF US/Canada,1,Standard,1/1/01 12:00:00 AM
16500,Irish Whiskey,DF US/Canada,1,Standard,1/1/02 12:00:00 AM
18000,Irish Whiskey,DF US/Canada,1,Standard,1/1/03 12:00:00 AM
18250,Irish Whiskey,DF US/Canada,1,Standard,1/1/04 12:00:00 AM
18500,Irish Whiskey,DF US/Canada,1,Standard,1/1/05 12:00:00 AM
19750,Irish Whiskey,DF US/Canada,1,Standard,1/1/06 12:00:00 AM
24000,Irish Whiskey,DF US/Canada,1,Standard,1/1/07 12:00:00 AM
30500,Irish Whiskey,DF US/Canada,1,Standard,1/1/08 12:00:00 AM
19550,Irish Whiskey,DF US/Canada,1,Standard,1/1/09 12:00:00 AM
30500,Irish Whiskey,DF US/Canada,1,Standard,1/1/10 12:00:00 AM
41550,Irish Whiskey,DF US/Canada,1,Standard,1/1/11 12:00:00 AM
47950,Irish Whiskey,DF US/Canada,1,Standard,1/1/12 12:00:00 AM
40200,Irish Whiskey,DF US/Canada,1,Standard,1/1/13 12:00:00 AM
52350,Irish Whiskey,DF US/Canada,1,Standard,1/1/14 12:00:00 AM
30700,Irish Whiskey,DF US/Canada,1,Standard,1/1/15 12:00:00 AM
42480,Irish Whiskey,DF US/Canada,1,Standard,1/1/16 12:00:00 AM
,Irish Whiskey,Lithuania,1,Standard,1/1/90 12:00:00 AM
,Irish Whiskey,Lithuania,1,Standard,1/1/91 12:00:00 AM
,Irish Whiskey,Lithuania,1,Standard,1/1/92 12:00:00 AM
,Irish Whiskey,Lithuania,1,Standard,1/1/93 12:00:00 AM
,Irish Whiskey,Lithuania,1,Standard,1/1/94 12:00:00 AM
250,Irish Whiskey,Lithuania,1,Standard,1/1/95 12:00:00 AM
250,Irish Whiskey,Lithuania,1,Standard,1/1/96 12:00:00 AM
